recommend_time,code,name,sector,price,signal,market_mode,etf_grade,score,status,last_price,max_return,min_return,days
2026-08-05 10:13:24,688111,金山办公,自动发现,283.8,A级-回避,强势进攻日,C,91.86,loss,247.13,0.6554,-13.3016,14
2026-08-05 10:13:24,600176,中国巨石,自动发现,38.27,A级-回避,强势进攻日,C,89.01,win,39.5,21.0348,-0.6794,21
2026-08-05 10:13:24,300857,协创数据,自动发现,250.24,A级-回避,强势进攻日,C,87.8,loss,238.02,7.5567,-5.4628,20
2026-08-04 14:59:41,600580,卧龙电驱,自动发现,35.68,A级-回避,强势进攻日,C,91.7,win,36.94,4.12,-1.6816,14
2026-08-04 14:59:41,300418,昆仑万维,自动发现,43.55,A级-回避,强势进攻日,C,89.82,loss,43.82,3.8576,-3.4443,17
2026-08-04 14:44:29,300136,信维通信,自动发现,59.32,A级-回避,强势进攻日,C,89.84,win,62.07,18.6784,-2.1746,23
2026-08-04 14:18:34,000960,锡业股份,自动发现,36.47,A级-回避,强势进攻日,C,92.55,win,40.5,11.3244,-0.6032,6
2026-08-04 14:18:34,601689,拓普集团,自动发现,50.22,A级-回避,强势进攻日,C,91.72,open,49.75,0.0,-1.2346,0
2026-08-04 14:06:19,688082,盛美上海,自动发现,259.35,A级-回避,强势进攻日,C,93.98,win,337.4,30.0945,-1.4266,14
2026-08-04 14:06:19,603296,华勤技术,自动发现,77.14,A级-回避,强势进攻日,C,93.35,win,80.28,12.6523,-1.1149,15
2026-08-04 13:47:50,300433,蓝思科技,自动发现,33.01,A级-回避,强势进攻日,C,92.54,win,39.05,19.2669,-0.4847,23
2026-08-04 13:47:50,300458,全志科技,自动发现,33.49,A级-回避,强势进攻日,C,92.53,win,34.74,4.2998,-1.493,7
2026-08-04 13:40:21,301308,江波龙,自动发现,335.75,A级-回避,强势进攻日,C,95.24,win,386.25,29.2599,-0.4319,23
2026-08-04 13:40:21,000725,京东方Ａ,自动发现,5.64,A级-回避,强势进攻日,C,92.99,win,5.94,12.766,-0.5319,23
2026-08-04 13:40:21,600667,太极实业,自动发现,17.02,A级-回避,强势进攻日,C,92.68,win,20.14,40.7756,-0.4113,23
2026-08-04 13:40:21,688017,绿的谐波,自动发现,324.46,A级-回避,强势进攻日,C,92.43,win,299.3,17.7372,-7.7544,23
2026-08-04 13:30:01,000636,风华高科,自动发现,54.4,A级-回避,强势进攻日,C,100.0,win,51.01,22.261,-6.3051,22
2026-08-04 13:30:01,688361,中科飞测,自动发现,317.98,A级-回避,强势进攻日,C,95.67,win,373.71,17.5263,-0.3585,23
2026-08-04 13:30:01,600498,烽火通信,自动发现,34.54,A级-回避,强势进攻日,C,95.41,win,39.57,20.8164,-0.4343,22
2026-08-04 13:30:01,300285,国瓷材料,自动发现,60.0,A级-回避,强势进攻日,C,95.24,win,70.01,37.8333,-0.8833,23
2026-08-04 13:30:01,688525,佰维存储,自动发现,216.4,A级-回避,强势进攻日,C,94.59,win,223.35,18.7616,-0.0462,22
2026-08-04 13:30:01,600641,先导基电,自动发现,24.33,A级-回避,强势进攻日,C,94.04,win,34.1,48.3354,-0.1644,15
2026-08-04 13:30:01,002747,埃斯顿,自动发现,32.05,A级-回避,强势进攻日,C,93.84,win,33.4,18.0967,0.0,17
2026-08-04 13:30:01,688702,盛科通信,自动发现,336.88,A级-回避,强势进攻日,C,93.28,win,380.4,31.9995,-0.3206,23
2026-08-04 12:32:33,300408,三环集团,自动发现,119.55,A级-回避,强势进攻日,C,99.79,win,112.48,11.9783,-9.427,23
2026-08-04 12:32:33,600522,中天科技,自动发现,29.8,A级-回避,强势进攻日,C,95.21,win,33.41,20.4698,0.0,22
2026-08-04 12:32:33,002409,雅克科技,自动发现,126.68,A级-回避,强势进攻日,C,95.06,win,135.23,25.521,0.0,22
2026-08-04 12:32:33,000426,兴业银锡,自动发现,32.82,A级-回避,强势进攻日,C,94.58,win,40.69,28.3059,0.0,23
2026-08-04 12:32:33,300475,香农芯创,自动发现,140.46,A级-回避,强势进攻日,C,94.29,win,152.47,23.6936,0.0,22
2026-08-04 12:32:33,600460,士兰微,自动发现,28.71,A级-回避,强势进攻日,C,94.21,win,34.88,27.1334,0.0,23
2026-08-04 12:32:33,300346,南大光电,自动发现,48.68,A级-回避,强势进攻日,C,93.87,win,58.89,27.3007,0.0,15
2026-08-03 12:52:17,300308,中际旭创,光模块/CPO,926.04,B级-回避,风险日,A,56.21,loss,866.12,10.5244,-8.9942,24
2026-07-31 16:47:41,002558,巨人网络,自动发现,29.28,A级-回避,强势进攻日,C,88.65,win,27.24,4.0301,-9.0847,27
2026-07-31 16:47:41,603259,药明康德,自动发现,128.43,A级-回避,强势进攻日,C,85.75,win,159.94,33.5358,-0.8799,27
2026-07-31 16:47:41,601127,赛力斯,自动发现,62.25,A级-回避,强势进攻日,C,83.06,loss,58.85,0.0,-5.8313,5
2026-07-31 16:47:41,601899,紫金矿业,有色金属,32.95,A级-快吃肉候选,强势进攻日,A,81.52,win,34.57,7.5873,-2.8528,27
2026-07-31 14:12:47,601168,西部矿业,自动发现,38.29,A级-回避,强势进攻日,C,83.46,win,36.68,10.8645,-4.2048,24
2026-07-31 14:12:47,603993,洛阳钼业,自动发现,19.48,A级-回避,强势进攻日,C,80.23,win,19.51,7.1355,-7.8542,27
2026-07-31 12:42:09,002517,恺英网络,自动发现,17.39,A级-回避,强势进攻日,C,89.92,win,18.38,8.3381,0.0,5
2026-07-31 12:42:09,002602,世纪华通,自动发现,13.67,A级-回避,强势进攻日,C,89.57,open,14.12,3.2919,-0.951,4
2026-07-31 12:42:09,300803,指南针,自动发现,83.79,A级-回避,强势进攻日,C,85.05,win,87.45,4.3681,-1.647,27
2026-07-31 12:42:09,600664,哈药股份,自动发现,5.71,A级-回避,强势进攻日,C,83.42,win,8.21,61.6462,0.0,25
2026-07-31 12:42:09,603893,瑞芯微,自动发现,192.29,A级-回避,强势进攻日,C,82.98,win,182.65,11.8311,-5.4137,20
2026-07-31 12:42:09,600418,江淮汽车,自动发现,25.67,A级-回避,强势进攻日,C,82.3,win,24.08,0.1169,-6.5056,7
2026-07-31 12:42:09,300759,康龙化成,自动发现,36.86,A级-回避,强势进攻日,C,81.65,win,45.1,39.4737,0.0,27
2026-07-30 16:24:43,601318,中国平安,保险,55.8,B级-趋势候选,风险日,B,56.28,loss,55.87,0.7885,-8.1183,28
2026-07-29 16:22:39,688120,华海清科,自动发现,268.7,A级-回避,普通轮动日,C,86.25,loss,267.1,7.4358,-15.4298,29
2026-07-29 16:22:39,300285,国瓷材料,自动发现,59.12,A级-回避,普通轮动日,C,84.42,win,70.01,39.885,-3.3491,29
2026-07-29 16:22:39,002475,立讯精密,自动发现,62.35,A级-回避,普通轮动日,C,82.91,loss,57.18,0.0,-14.6592,29
2026-07-29 16:22:39,603228,景旺电子,自动发现,75.32,A级-回避,普通轮动日,C,82.38,loss,90.15,33.7228,-0.7568,28
2026-07-29 16:22:39,300033,同花顺,自动发现,224.0,A级-回避,普通轮动日,C,80.53,win,233.22,9.1518,-3.1786,29
2026-07-29 13:52:29,601991,大唐发电,自动发现,6.2,A级-回避,普通轮动日,C,86.22,loss,6.03,5.9677,-4.6774,21
2026-07-29 13:52:29,002466,天齐锂业,自动发现,46.43,A级-回避,普通轮动日,C,85.29,loss,47.56,7.0859,-2.4122,28
2026-07-29 13:52:29,300502,新易盛,光模块/CPO,422.58,A级-快吃肉候选,普通轮动日,C,84.58,loss,409.1,10.4359,-16.7022,29
2026-07-29 13:52:29,300308,中际旭创,光模块/CPO,947.21,A级-快吃肉候选,普通轮动日,C,82.63,loss,866.12,8.0542,-15.4369,29
2026-07-29 13:52:29,601888,中国中免,自动发现,57.68,A级-回避,普通轮动日,C,82.21,win,56.39,1.7337,-2.6179,7
2026-07-29 13:52:29,000338,潍柴动力,自动发现,27.25,A级-回避,普通轮动日,C,81.96,win,26.99,13.3578,-4.7339,29
2026-07-29 13:52:29,600150,中国船舶,自动发现,34.82,A级-回避,普通轮动日,C,81.91,win,34.52,1.0913,-5.2556,29
2026-07-29 13:52:29,002241,歌尔股份,自动发现,23.78,A级-回避,普通轮动日,C,81.78,loss,23.89,0.8831,-3.5744,29
2026-07-27 17:32:25,000021,深科技,自动发现,43.95,A级-回避,强势进攻日,C,99.1,loss,37.85,0.0,-18.248,31
2026-07-27 17:32:25,300666,江丰电子,自动发现,240.85,A级-回避,强势进攻日,C,97.2,loss,248.18,15.9228,-18.9246,31
2026-07-27 17:32:25,688012,中微公司,半导体设备,399.77,A级-快吃肉候选,强势进攻日,A,94.42,loss,376.01,0.0,-22.4929,31
2026-07-27 17:32:25,300346,南大光电,自动发现,55.75,A级-回避,强势进攻日,C,93.1,loss,58.89,11.157,-13.2556,23
2026-07-27 17:32:25,601208,东材科技,自动发现,43.32,A级-回避,强势进攻日,C,92.39,loss,44.64,14.4968,-20.7525,30
2026-07-27 14:31:27,601179,中国西电,自动发现,14.06,A级-回避,普通轮动日,C,84.78,loss,13.9,2.4893,-6.6856,21
2026-07-27 14:31:27,002028,思源电气,自动发现,168.93,A级-回避,普通轮动日,C,82.04,loss,173.71,8.5302,-7.9737,23
2026-07-27 14:31:27,301217,铜冠铜箔,自动发现,94.37,A级-回避,普通轮动日,C,80.87,loss,107.82,33.3898,-12.451,30
2026-07-27 14:31:27,600206,有研新材,自动发现,45.88,A级-回避,普通轮动日,C,80.74,win,50.33,28.313,-22.864,30
2026-07-27 14:31:27,300136,信维通信,自动发现,65.55,A级-回避,普通轮动日,C,79.17,loss,62.07,7.3989,-13.8825,31
2026-07-27 14:31:27,600988,赤峰黄金,自动发现,38.1,A级-回避,普通轮动日,C,79.15,win,48.22,30.9711,-2.4409,31
2026-07-27 14:31:27,600726,华电能源,自动发现,6.39,A级-回避,普通轮动日,C,78.8,open,6.08,0.0,-4.8513,1
2026-07-27 14:31:27,002407,多氟多,自动发现,32.15,A级-回避,普通轮动日,C,78.63,loss,35.12,22.395,-6.7807,31
2026-07-24 13:51:47,002371,北方华创,半导体设备,765.67,B级-回避,极端风险日,A,61.78,loss,718.0,1.7671,-16.2825,34
2026-07-23 15:00:33,000630,铜陵有色,自动发现,6.3,A级-回避,防守观察日,C,76.02,win,6.76,10.4762,0.0,35
2026-07-23 14:33:48,002475,立讯精密,自动发现,61.15,B级-回避,防守观察日,C,76.79,loss,57.18,2.8455,-12.9845,35
2026-07-23 14:31:29,601138,工业富联,AI服务器,62.88,A级-回避,防守观察日,C,78.95,loss,63.86,10.6075,-14.9173,35
2026-07-23 14:25:04,002709,天赐材料,自动发现,37.18,B级-回避,防守观察日,C,76.73,win,37.27,7.6923,-4.0344,35
2026-07-23 14:23:44,601991,大唐发电,自动发现,7.35,B级-回避,防守观察日,C,77.57,loss,6.03,0.0,-19.5918,27
2026-07-23 14:21:43,000792,盐湖股份,自动发现,27.47,A级-回避,防守观察日,C,81.14,win,28.21,4.9873,-0.1092,35
2026-07-23 14:21:43,600406,国电南瑞,自动发现,24.49,A级-回避,防守观察日,C,79.81,loss,24.97,2.3683,-0.6942,12
2026-07-23 14:21:43,300014,亿纬锂能,自动发现,54.88,A级-回避,防守观察日,C,79.49,loss,55.47,4.2274,-3.0248,35
2026-07-23 14:21:43,603799,华友钴业,自动发现,41.36,A级-回避,防守观察日,C,79.12,loss,39.97,11.3878,-5.029,34
2026-07-23 14:21:43,000338,潍柴动力,自动发现,27.9,A级-回避,防守观察日,C,78.93,loss,26.99,10.7168,-6.9534,35
2026-07-23 14:21:43,300750,宁德时代,自动发现,384.15,A级-回避,防守观察日,C,78.69,win,373.0,5.8024,-2.9025,35
2026-07-23 14:21:43,601600,中国铝业,自动发现,9.8,A级-回避,防守观察日,C,78.11,loss,9.59,3.3673,-4.7959,34
2026-07-23 14:21:43,002422,科伦药业,自动发现,50.28,A级-回避,防守观察日,C,77.14,loss,46.24,1.3922,-14.8966,18
